County	 FIPS	Age-Adjusted Incidence Rate	Lower 95% Confidence Interval	Upper 95% Confidence Interval	Average Annual Count	Recent Trend	Recent 5-Year Trend in Incidence Rates	Lower 95% Confidence Interval	Upper 95% Confidence Interval
"Fulton County, Kentucky(7)"	21075	* 	*	 *	*	*	*	*	*
"Furnas County, Nebraska(6,10)"	31065	* 	*	 *	*	*	*	*	*
"Gaines County, Texas(6,10)"	48165	* 	*	 *	*	*	*	*	*
"Galax City, Virginia(6,10)"	51640	* 	*	 *	*	*	*	*	*
"Gallatin County, Illinois(6,10)"	17059	* 	*	 *	*	*	*	*	*
"Gallatin County, Kentucky(7)"	21077	* 	*	 *	*	*	*	*	*
"Garden County, Nebraska(6,10)"	31069	* 	*	 *	*	*	*	*	*
"Garfield County, Montana(6,10)"	30033	* 	*	 *	*	*	*	*	*
"Garfield County, Nebraska(6,10)"	31071	* 	*	 *	*	*	*	*	*
"Garfield County, Utah(7)"	49017	* 	*	 *	*	*	*	*	*
"Garfield County, Washington(6,10)"	53023	* 	*	 *	*	*	*	*	*
"Garza County, Texas(6,10)"	48169	* 	*	 *	*	*	*	*	*
"Gates County, North Carolina(6,10)"	37073	* 	*	 *	*	*	*	*	*
"Gentry County, Missouri(6,10)"	29075	* 	*	 *	*	*	*	*	*
"Gilliam County, Oregon(6,10)"	41021	* 	*	 *	*	*	*	*	*
"Gilmer County, West Virginia(6,10)"	54021	* 	*	 *	*	*	*	*	*
"Gilpin County, Colorado(6,10)"	8047	* 	*	 *	*	*	*	*	*
"Glacier County, Montana(6,10)"	30035	* 	*	 *	*	*	*	*	*
"Glades County, Florida(6,10)"	12043	* 	*	 *	*	*	*	*	*
"Glascock County, Georgia(7)"	13125	* 	*	 *	*	*	*	*	*
"Glasscock County, Texas(6,10)"	48173	* 	*	 *	*	*	*	*	*
"Golden Valley County, Montana(6,10)"	30037	* 	*	 *	*	*	*	*	*
"Golden Valley County, North Dakota(6,10)"	38033	* 	*	 *	*	*	*	*	*
"Goliad County, Texas(6,10)"	48175	* 	*	 *	*	*	*	*	*
"Goshen County, Wyoming(6,10)"	56015	* 	*	 *	*	*	*	*	*
"Gosper County, Nebraska(6,10)"	31073	* 	*	 *	*	*	*	*	*
"Grand County, Utah(7)"	49019	* 	*	 *	*	*	*	*	*
"Granite County, Montana(6,10)"	30039	* 	*	 *	*	*	*	*	*
"Grant County, Nebraska(6,10)"	31075	* 	*	 *	*	*	*	*	*
"Grant County, North Dakota(6,10)"	38037	* 	*	 *	*	*	*	*	*
"Grant County, Oklahoma(6,10)"	40053	* 	*	 *	*	*	*	*	*
"Grant County, South Dakota(6,10)"	46051	* 	*	 *	*	*	*	*	*
"Greeley County, Nebraska(6,10)"	31077	* 	*	 *	*	*	*	*	*
"Greene County, Alabama(6,10)"	1063	* 	*	 *	*	*	*	*	*
"Greene County, Illinois(6,10)"	17061	* 	*	 *	*	*	*	*	*
"Greene County, Mississippi(6,10)"	28041	* 	*	 *	*	*	*	*	*
"Greenlee County, Arizona(6,10)"	4011	* 	*	 *	*	*	*	*	*
"Greensville County, Virginia(6,10)"	51081	* 	*	 *	*	*	*	*	*
"Greer County, Oklahoma(6,10)"	40055	* 	*	 *	*	*	*	*	*
"Gregory County, South Dakota(6,10)"	46053	* 	*	 *	*	*	*	*	*
"Griggs County, North Dakota(6,10)"	38039	* 	*	 *	*	*	*	*	*
"Grundy County, Missouri(6,10)"	29079	* 	*	 *	*	*	*	*	*
"Grundy County, Tennessee(6,10)"	47061	* 	*	 *	*	*	*	*	*
"Guadalupe County, New Mexico(7)"	35019	* 	*	 *	*	*	*	*	*
"Gunnison County, Colorado(6,10)"	8051	* 	*	 *	*	*	*	*	*
"Guthrie County, Iowa(7)"	19077	* 	*	 *	*	*	*	*	*
"Haakon County, South Dakota(6,10)"	46055	* 	*	 *	*	*	*	*	*
"Haines Borough, Alaska(6,10)"	2100	* 	*	 *	*	*	*	*	*
"Hale County, Alabama(6,10)"	1065	* 	*	 *	*	*	*	*	*
"Hall County, Texas(6,10)"	48191	* 	*	 *	*	*	*	*	*
"Hamilton County, Florida(6,10)"	12047	* 	*	 *	*	*	*	*	*
"Hamilton County, Nebraska(6,10)"	31081	* 	*	 *	*	*	*	*	*
"Hamilton County, New York(6,10)"	36041	* 	*	 *	*	*	*	*	*
"Hamilton County, Texas(6,10)"	48193	* 	*	 *	*	*	*	*	*
"Hamlin County, South Dakota(6,10)"	46057	* 	*	 *	*	*	*	*	*
"Hampton County, South Carolina(6,10)"	45049	* 	*	 *	*	*	*	*	*
"Hancock County, Georgia(7)"	13141	* 	*	 *	*	*	*	*	*
"Hancock County, Kentucky(7)"	21091	* 	*	 *	*	*	*	*	*
"Hancock County, Tennessee(6,10)"	47067	* 	*	 *	*	*	*	*	*
"Hand County, South Dakota(6,10)"	46059	* 	*	 *	*	*	*	*	*
"Hansford County, Texas(6,10)"	48195	* 	*	 *	*	*	*	*	*
"Hanson County, South Dakota(6,10)"	46061	* 	*	 *	*	*	*	*	*
"Hardeman County, Tennessee(6,10)"	47069	* 	*	 *	*	*	*	*	*
"Hardeman County, Texas(6,10)"	48197	* 	*	 *	*	*	*	*	*
"Hardin County, Illinois(6,10)"	17069	* 	*	 *	*	*	*	*	*
"Harding County, New Mexico(7)"	35021	* 	*	 *	*	*	*	*	*
"Harding County, South Dakota(6,10)"	46063	* 	*	 *	*	*	*	*	*
"Hardy County, West Virginia(6,10)"	54031	* 	*	 *	*	*	*	*	*
"Harlan County, Nebraska(6,10)"	31083	* 	*	 *	*	*	*	*	*
"Harmon County, Oklahoma(6,10)"	40057	* 	*	 *	*	*	*	*	*
"Harney County, Oregon(6,10)"	41025	* 	*	 *	*	*	*	*	*
"Harper County, Oklahoma(6,10)"	40059	* 	*	 *	*	*	*	*	*
"Harrison County, Missouri(6,10)"	29081	* 	*	 *	*	*	*	*	*
"Harrison County, Ohio(6,10)"	39067	* 	*	 *	*	*	*	*	*
"Hartley County, Texas(6,10)"	48205	* 	*	 *	*	*	*	*	*
"Haskell County, Oklahoma(6,10)"	40061	* 	*	 *	*	*	*	*	*
"Haskell County, Texas(6,10)"	48207	* 	*	 *	*	*	*	*	*
"Hayes County, Nebraska(6,10)"	31085	* 	*	 *	*	*	*	*	*
"Haywood County, Tennessee(6,10)"	47075	* 	*	 *	*	*	*	*	*
"Hemphill County, Texas(6,10)"	48211	* 	*	 *	*	*	*	*	*
"Hempstead County, Arkansas(6,10)"	5057	* 	*	 *	*	*	*	*	*
"Henderson County, Illinois(6,10)"	17071	* 	*	 *	*	*	*	*	*
"Hettinger County, North Dakota(6,10)"	38041	* 	*	 *	*	*	*	*	*
"Hickman County, Kentucky(7)"	21105	* 	*	 *	*	*	*	*	*
"Hidalgo County, New Mexico(7)"	35023	* 	*	 *	*	*	*	*	*
"Highland County, Virginia(6,10)"	51091	* 	*	 *	*	*	*	*	*
"Hill County, Montana(6,10)"	30041	* 	*	 *	*	*	*	*	*
"Hinsdale County, Colorado(6,10)"	8053	* 	*	 *	*	*	*	*	*
"Hitchcock County, Nebraska(6,10)"	31087	* 	*	 *	*	*	*	*	*
"Hockley County, Texas(6,10)"	48219	* 	*	 *	*	*	*	*	*
"Holmes County, Mississippi(6,10)"	28051	* 	*	 *	*	*	*	*	*
"Holt County, Missouri(6,10)"	29087	* 	*	 *	*	*	*	*	*
"Holt County, Nebraska(6,10)"	31089	* 	*	 *	*	*	*	*	*
"Hooker County, Nebraska(6,10)"	31091	* 	*	 *	*	*	*	*	*
"Hot Springs County, Wyoming(6,10)"	56017	* 	*	 *	*	*	*	*	*
"Houston County, Tennessee(6,10)"	47083	* 	*	 *	*	*	*	*	*
"Howard County, Arkansas(6,10)"	5061	* 	*	 *	*	*	*	*	*
"Howard County, Missouri(6,10)"	29089	* 	*	 *	*	*	*	*	*
"Howard County, Nebraska(6,10)"	31093	* 	*	 *	*	*	*	*	*
"Hudspeth County, Texas(6,10)"	48229	* 	*	 *	*	*	*	*	*
"Huerfano County, Colorado(6,10)"	8055	* 	*	 *	*	*	*	*	*
"Hughes County, Oklahoma(6,10)"	40063	* 	*	 *	*	*	*	*	*
"Humboldt County, Iowa(7)"	19091	* 	*	 *	*	*	*	*	*
"Humphreys County, Mississippi(6,10)"	28053	* 	*	 *	*	*	*	*	*
"Hutchinson County, South Dakota(6,10)"	46067	* 	*	 *	*	*	*	*	*
"Hyde County, North Carolina(6,10)"	37095	* 	*	 *	*	*	*	*	*
"Hyde County, South Dakota(6,10)"	46069	* 	*	 *	*	*	*	*	*
"Ida County, Iowa(7)"	19093	* 	*	 *	*	*	*	*	*
"Irion County, Texas(6,10)"	48235	* 	*	 *	*	*	*	*	*
"Iron County, Michigan(6,10)"	26071	* 	*	 *	*	*	*	*	*
"Iron County, Wisconsin(6,10)"	55051	* 	*	 *	*	*	*	*	*
"Issaquena County, Mississippi(6,10)"	28055	* 	*	 *	*	*	*	*	*
"Jack County, Texas(6,10)"	48237	* 	*	 *	*	*	*	*	*
"Jackson County, Colorado(6,10)"	8057	* 	*	 *	*	*	*	*	*
"Jackson County, South Dakota(6,10)"	46071	* 	*	 *	*	*	*	*	*
"Jackson County, Tennessee(6,10)"	47087	* 	*	 *	*	*	*	*	*
"Jackson County, Texas(6,10)"	48239	* 	*	 *	*	*	*	*	*
"Jackson County, Wisconsin(6,10)"	55053	* 	*	 *	*	*	*	*	*
"Jackson Parish, Louisiana(7)"	22049	* 	*	 *	*	*	*	*	*
"Jasper County, Illinois(6,10)"	17079	* 	*	 *	*	*	*	*	*
"Jasper County, South Carolina(6,10)"	45053	* 	*	 *	*	*	*	*	*
"Jeff Davis County, Texas(6,10)"	48243	* 	*	 *	*	*	*	*	*
"Jefferson County, Florida(6,10)"	12065	* 	*	 *	*	*	*	*	*
"Jefferson County, Georgia(7)"	13163	* 	*	 *	*	*	*	*	*
"Jefferson County, Mississippi(6,10)"	28063	* 	*	 *	*	*	*	*	*
"Jefferson County, Nebraska(6,10)"	31095	* 	*	 *	*	*	*	*	*
"Jefferson County, Oklahoma(6,10)"	40067	* 	*	 *	*	*	*	*	*
"Jenkins County, Georgia(7)"	13165	* 	*	 *	*	*	*	*	*
"Jerauld County, South Dakota(6,10)"	46073	* 	*	 *	*	*	*	*	*
"Jim Hogg County, Texas(6,10)"	48247	* 	*	 *	*	*	*	*	*
"Jim Wells County, Texas(6,10)"	48249	* 	*	 *	*	*	*	*	*
"Johnson County, Georgia(7)"	13167	* 	*	 *	*	*	*	*	*
"Johnson County, Nebraska(6,10)"	31097	* 	*	 *	*	*	*	*	*
"Johnson County, Wyoming(6,10)"	56019	* 	*	 *	*	*	*	*	*
"Jones County, North Carolina(6,10)"	37103	* 	*	 *	*	*	*	*	*
"Jones County, South Dakota(6,10)"	46075	* 	*	 *	*	*	*	*	*
"Jones County, Texas(6,10)"	48253	* 	*	 *	*	*	*	*	*
"Judith Basin County, Montana(6,10)"	30045	* 	*	 *	*	*	*	*	*
"Kalawao County, Hawaii(7)"	15005	* 	*	 *	*	*	*	*	*
"Kane County, Utah(7)"	49025	* 	*	 *	*	*	*	*	*
"Karnes County, Texas(6,10)"	48255	* 	*	 *	*	*	*	*	*
"Kearney County, Nebraska(6,10)"	31099	* 	*	 *	*	*	*	*	*
"Keith County, Nebraska(6,10)"	31101	* 	*	 *	*	*	*	*	*
"Kemper County, Mississippi(6,10)"	28069	* 	*	 *	*	*	*	*	*
"Kenedy County, Texas(6,10)"	48261	* 	*	 *	*	*	*	*	*
"Kent County, Texas(6,10)"	48263	* 	*	 *	*	*	*	*	*
"Ketchikan Gateway Borough, Alaska(6,10)"	2130	* 	*	 *	*	*	*	*	*
"Keweenaw County, Michigan(6,10)"	26083	* 	*	 *	*	*	*	*	*
"Keya Paha County, Nebraska(6,10)"	31103	* 	*	 *	*	*	*	*	*
"Kidder County, North Dakota(6,10)"	38043	* 	*	 *	*	*	*	*	*
"Kimball County, Nebraska(6,10)"	31105	* 	*	 *	*	*	*	*	*
"Kimble County, Texas(6,10)"	48267	* 	*	 *	*	*	*	*	*
"King County, Texas(6,10)"	48269	* 	*	 *	*	*	*	*	*
"King and Queen County, Virginia(6,10)"	51097	* 	*	 *	*	*	*	*	*
"Kingsbury County, South Dakota(6,10)"	46077	* 	*	 *	*	*	*	*	*
"Kinney County, Texas(6,10)"	48271	* 	*	 *	*	*	*	*	*
"Kiowa County, Colorado(6,10)"	8061	* 	*	 *	*	*	*	*	*
"Kiowa County, Oklahoma(6,10)"	40075	* 	*	 *	*	*	*	*	*
"Kit Carson County, Colorado(6,10)"	8063	* 	*	 *	*	*	*	*	*
"Kleberg County, Texas(6,10)"	48273	* 	*	 *	*	*	*	*	*
"Knott County, Kentucky(7)"	21119	* 	*	 *	*	*	*	*	*
"Knox County, Missouri(6,10)"	29103	* 	*	 *	*	*	*	*	*
"Knox County, Nebraska(6,10)"	31107	* 	*	 *	*	*	*	*	*
"Knox County, Texas(6,10)"	48275	* 	*	 *	*	*	*	*	*
"Kodiak Island Borough, Alaska(6,10)"	2150	* 	*	 *	*	*	*	*	*
"La Salle County, Texas(6,10)"	48283	* 	*	 *	*	*	*	*	*
"LaMoure County, North Dakota(6,10)"	38045	* 	*	 *	*	*	*	*	*
"Lafayette County, Arkansas(6,10)"	5073	* 	*	 *	*	*	*	*	*
"Lafayette County, Florida(6,10)"	12067	* 	*	 *	*	*	*	*	*
"Lake County, Colorado(6,10)"	8065	* 	*	 *	*	*	*	*	*
"Lake County, Michigan(6,10)"	26085	* 	*	 *	*	*	*	*	*
"Lake County, Oregon(6,10)"	41037	* 	*	 *	*	*	*	*	*
"Lake County, Tennessee(6,10)"	47095	* 	*	 *	*	*	*	*	*
"Lake and Peninsula Borough, Alaska(6,10)"	2164	* 	*	 *	*	*	*	*	*
"Lamb County, Texas(6,10)"	48279	* 	*	 *	*	*	*	*	*
"Lanier County, Georgia(7)"	13173	* 	*	 *	*	*	*	*	*
"Las Animas County, Colorado(6,10)"	8071	* 	*	 *	*	*	*	*	*
"Latimer County, Oklahoma(6,10)"	40077	* 	*	 *	*	*	*	*	*
"Lavaca County, Texas(6,10)"	48285	* 	*	 *	*	*	*	*	*
"Lawrence County, Illinois(6,10)"	17101	* 	*	 *	*	*	*	*	*
"Leake County, Mississippi(6,10)"	28079	* 	*	 *	*	*	*	*	*
"Lee County, Arkansas(6,10)"	5077	* 	*	 *	*	*	*	*	*
"Lee County, Kentucky(7)"	21129	* 	*	 *	*	*	*	*	*
"Lee County, South Carolina(6,10)"	45061	* 	*	 *	*	*	*	*	*
"Lee County, Texas(6,10)"	48287	* 	*	 *	*	*	*	*	*
"Lee County, Virginia(6,10)"	51105	* 	*	 *	*	*	*	*	*
"Leslie County, Kentucky(7)"	21131	* 	*	 *	*	*	*	*	*
"Lewis County, Idaho(6,10)"	16061	* 	*	 *	*	*	*	*	*
"Lewis County, Kentucky(7)"	21135	* 	*	 *	*	*	*	*	*
"Lewis County, Tennessee(6,10)"	47101	* 	*	 *	*	*	*	*	*
"Liberty County, Florida(6,10)"	12077	* 	*	 *	*	*	*	*	*
"Liberty County, Montana(6,10)"	30051	* 	*	 *	*	*	*	*	*
"Lincoln County, Arkansas(6,10)"	5079	* 	*	 *	*	*	*	*	*
"Lincoln County, Colorado(6,10)"	8073	* 	*	 *	*	*	*	*	*
"Lincoln County, Georgia(7)"	13181	* 	*	 *	*	*	*	*	*
"Lincoln County, Idaho(6,10)"	16063	* 	*	 *	*	*	*	*	*
"Lincoln County, Washington(6,10)"	53043	* 	*	 *	*	*	*	*	*
"Linn County, Missouri(6,10)"	29115	* 	*	 *	*	*	*	*	*
"Lipscomb County, Texas(6,10)"	48295	* 	*	 *	*	*	*	*	*
"Little River County, Arkansas(6,10)"	5081	* 	*	 *	*	*	*	*	*
"Live Oak County, Texas(6,10)"	48297	* 	*	 *	*	*	*	*	*
"Livingston County, Kentucky(7,8)"	21139	* 	*	 *	*	*	*	*	*
"Livingston County, Missouri(6,10)"	29117	* 	*	 *	*	*	*	*	*
"Logan County, Nebraska(6,10)"	31113	* 	*	 *	*	*	*	*	*
"Logan County, North Dakota(6,10)"	38047	* 	*	 *	*	*	*	*	*
"Long County, Georgia(7)"	13183	* 	*	 *	*	*	*	*	*
"Louisa County, Iowa(7)"	19115	* 	*	 *	*	*	*	*	*
"Loup County, Nebraska(6,10)"	31115	* 	*	 *	*	*	*	*	*
"Love County, Oklahoma(6,10)"	40085	* 	*	 *	*	*	*	*	*
"Loving County, Texas(6,10)"	48301	* 	*	 *	*	*	*	*	*
"Lowndes County, Alabama(6,10)"	1085	* 	*	 *	*	*	*	*	*
"Lucas County, Iowa(7)"	19117	* 	*	 *	*	*	*	*	*
"Luce County, Michigan(6,10)"	26095	* 	*	 *	*	*	*	*	*
"Lunenburg County, Virginia(6,10)"	51111	* 	*	 *	*	*	*	*	*
"Lyman County, South Dakota(6,10)"	46085	* 	*	 *	*	*	*	*	*
"Lynn County, Texas(6,10)"	48305	* 	*	 *	*	*	*	*	*
"Lyon County, Iowa(7)"	19119	* 	*	 *	*	*	*	*	*
"Macon County, Alabama(6,10)"	1087	* 	*	 *	*	*	*	*	*
"Macon County, Georgia(7)"	13193	* 	*	 *	*	*	*	*	*
"Madison County, Arkansas(6,10)"	5087	* 	*	 *	*	*	*	*	*
"Madison County, Florida(6,10)"	12079	* 	*	 *	*	*	*	*	*
"Madison County, Iowa(7)"	19121	* 	*	 *	*	*	*	*	*
"Madison County, Texas(6,10)"	48313	* 	*	 *	*	*	*	*	*
"Madison Parish, Louisiana(7)"	22065	* 	*	 *	*	*	*	*	*
"Major County, Oklahoma(6,10)"	40093	* 	*	 *	*	*	*	*	*
"Manassas Park City, Virginia(6,10)"	51685	* 	*	 *	*	*	*	*	*
"Maries County, Missouri(6,10)"	29125	* 	*	 *	*	*	*	*	*
"Marion County, Georgia(7)"	13197	* 	*	 *	*	*	*	*	*
"Marion County, Texas(6,10)"	48315	* 	*	 *	*	*	*	*	*
"Marlboro County, South Carolina(6,10)"	45069	* 	*	 *	*	*	*	*	*
"Marshall County, South Dakota(6,10)"	46091	* 	*	 *	*	*	*	*	*
"Martin County, Indiana(6,10)"	18101	* 	*	 *	*	*	*	*	*
"Martin County, Kentucky(7)"	21159	* 	*	 *	*	*	*	*	*
"Martin County, Texas(6,10)"	48317	* 	*	 *	*	*	*	*	*
"Martinsville City, Virginia(6,10)"	51690	* 	*	 *	*	*	*	*	*
"Mason County, Texas(6,10)"	48319	* 	*	 *	*	*	*	*	*
"Maverick County, Texas(6,10)"	48323	* 	*	 *	*	*	*	*	*
"McCone County, Montana(6,10)"	30055	* 	*	 *	*	*	*	*	*
"McCook County, South Dakota(6,10)"	46087	* 	*	 *	*	*	*	*	*
"McCormick County, South Carolina(6,10)"	45065	* 	*	 *	*	*	*	*	*
"McCulloch County, Texas(6,10)"	48307	* 	*	 *	*	*	*	*	*
"McDonald County, Missouri(6,10)"	29119	* 	*	 *	*	*	*	*	*
"McDowell County, West Virginia(6,10)"	54047	* 	*	 *	*	*	*	*	*
"McHenry County, North Dakota(6,10)"	38049	* 	*	 *	*	*	*	*	*
"McIntosh County, North Dakota(6,10)"	38051	* 	*	 *	*	*	*	*	*
"McKenzie County, North Dakota(6,10)"	38053	* 	*	 *	*	*	*	*	*
"McLean County, Kentucky(7)"	21149	* 	*	 *	*	*	*	*	*
"McLean County, North Dakota(6,10)"	38055	* 	*	 *	*	*	*	*	*
"McMullen County, Texas(6,10)"	48311	* 	*	 *	*	*	*	*	*
"McPherson County, Nebraska(6,10)"	31117	* 	*	 *	*	*	*	*	*
"McPherson County, South Dakota(6,10)"	46089	* 	*	 *	*	*	*	*	*
"Meagher County, Montana(6,10)"	30059	* 	*	 *	*	*	*	*	*
"Meigs County, Tennessee(6,10)"	47121	* 	*	 *	*	*	*	*	*
"Mellette County, South Dakota(6,10)"	46095	* 	*	 *	*	*	*	*	*
"Menard County, Texas(6,10)"	48327	* 	*	 *	*	*	*	*	*
"Menifee County, Kentucky(7)"	21165	* 	*	 *	*	*	*	*	*
"Menominee County, Wisconsin(6,10)"	55078	* 	*	 *	*	*	*	*	*
"Mercer County, Missouri(6,10)"	29129	* 	*	 *	*	*	*	*	*
"Mercer County, North Dakota(6,10)"	38057	* 	*	 *	*	*	*	*	*
"Merrick County, Nebraska(6,10)"	31121	* 	*	 *	*	*	*	*	*
"Metcalfe County, Kentucky(7,8)"	21169	* 	*	 *	*	*	*	*	*
"Miller County, Georgia(7)"	13201	* 	*	 *	*	*	*	*	*
"Mills County, Texas(6,10)"	48333	* 	*	 *	*	*	*	*	*
"Miner County, South Dakota(6,10)"	46097	* 	*	 *	*	*	*	*	*
"Mineral County, Colorado(6,10)"	8079	* 	*	 *	*	*	*	*	*
"Mineral County, Montana(6,10)"	30061	* 	*	 *	*	*	*	*	*
"Mississippi County, Missouri(6,10)"	29133	* 	*	 *	*	*	*	*	*
"Mitchell County, Georgia(7)"	13205	* 	*	 *	*	*	*	*	*
"Mitchell County, Texas(6,10)"	48335	* 	*	 *	*	*	*	*	*
"Modoc County, California(7,8)"	6049	* 	*	 *	*	*	*	*	*
"Moffat County, Colorado(6,10)"	8081	* 	*	 *	*	*	*	*	*
"Monroe County, Alabama(6,10)"	1099	* 	*	 *	*	*	*	*	*
"Monroe County, Arkansas(6,10)"	5095	* 	*	 *	*	*	*	*	*
"Monroe County, Iowa(7)"	19135	* 	*	 *	*	*	*	*	*
"Monroe County, Missouri(6,10)"	29137	* 	*	 *	*	*	*	*	*
"Monroe County, Ohio(6,10)"	39111	* 	*	 *	*	*	*	*	*
"Montgomery County, Arkansas(6,10)"	5097	* 	*	 *	*	*	*	*	*
"Montgomery County, Georgia(7)"	13209	* 	*	 *	*	*	*	*	*
"Montgomery County, Iowa(7)"	19137	* 	*	 *	*	*	*	*	*
"Montgomery County, Mississippi(6,10)"	28097	* 	*	 *	*	*	*	*	*
"Moody County, South Dakota(6,10)"	46101	* 	*	 *	*	*	*	*	*
"Moore County, Tennessee(6,10)"	47127	* 	*	 *	*	*	*	*	*
"Mora County, New Mexico(7)"	35033	* 	*	 *	*	*	*	*	*
"Morgan County, Kentucky(7,8)"	21175	* 	*	 *	*	*	*	*	*
"Morrill County, Nebraska(6,10)"	31123	* 	*	 *	*	*	*	*	*
"Morris County, Texas(6,10)"	48343	* 	*	 *	*	*	*	*	*
"Morrow County, Oregon(6,10)"	41049	* 	*	 *	*	*	*	*	*
"Motley County, Texas(6,10)"	48345	* 	*	 *	*	*	*	*	*
"Mountrail County, North Dakota(6,10)"	38061	* 	*	 *	*	*	*	*	*
"Musselshell County, Montana(6,10)"	30065	* 	*	 *	*	*	*	*	*
"Nance County, Nebraska(6,10)"	31125	* 	*	 *	*	*	*	*	*
"Nelson County, North Dakota(6,10)"	38063	* 	*	 *	*	*	*	*	*
"Nemaha County, Nebraska(6,10)"	31127	* 	*	 *	*	*	*	*	*
"Nevada County, Arkansas(6,10)"	5099	* 	*	 *	*	*	*	*	*
"New Madrid County, Missouri(6,10)"	29143	* 	*	 *	*	*	*	*	*
"Newton County, Arkansas(6,10)"	5101	* 	*	 *	*	*	*	*	*
"Newton County, Indiana(6,10)"	18111	* 	*	 *	*	*	*	*	*
"Newton County, Texas(6,10)"	48351	* 	*	 *	*	*	*	*	*
"Nicholas County, Kentucky(7)"	21181	* 	*	 *	*	*	*	*	*
"Niobrara County, Wyoming(6,10)"	56027	* 	*	 *	*	*	*	*	*
"Noble County, Ohio(6,10)"	39121	* 	*	 *	*	*	*	*	*
"Noble County, Oklahoma(6,10)"	40103	* 	*	 *	*	*	*	*	*
"Nolan County, Texas(6,10)"	48353	* 	*	 *	*	*	*	*	*
"Nome Census Area, Alaska(6,10)"	2180	* 	*	 *	*	*	*	*	*
"North Slope Borough, Alaska(6,10)"	2185	* 	*	 *	*	*	*	*	*
"Northampton County, North Carolina(6,10)"	37131	* 	*	 *	*	*	*	*	*
"Northwest Arctic Borough, Alaska(6,10)"	2188	* 	*	 *	*	*	*	*	*
"Norton City, Virginia(6,10)"	51720	* 	*	 *	*	*	*	*	*
"Nowata County, Oklahoma(6,10)"	40105	* 	*	 *	*	*	*	*	*
"Noxubee County, Mississippi(6,10)"	28103	* 	*	 *	*	*	*	*	*
"Nuckolls County, Nebraska(6,10)"	31129	* 	*	 *	*	*	*	*	*
"Ochiltree County, Texas(6,10)"	48357	* 	*	 *	*	*	*	*	*
"Ohio County, Indiana(6,10)"	18115	* 	*	 *	*	*	*	*	*
"Okfuskee County, Oklahoma(6,10)"	40107	* 	*	 *	*	*	*	*	*
"Oldham County, Texas(6,10)"	48359	* 	*	 *	*	*	*	*	*
"Oliver County, North Dakota(6,10)"	38065	* 	*	 *	*	*	*	*	*
"Oneida County, Idaho(6,10)"	16071	* 	*	 *	*	*	*	*	*
"Ontonagon County, Michigan(6,10)"	26131	* 	*	 *	*	*	*	*	*
"Oregon County, Missouri(6,10)"	29149	* 	*	 *	*	*	*	*	*
"Osceola County, Iowa(7)"	19143	* 	*	 *	*	*	*	*	*
"Oscoda County, Michigan(6,10)"	26135	* 	*	 *	*	*	*	*	*
"Otoe County, Nebraska(6,10)"	31131	* 	*	 *	*	*	*	*	*
"Ouachita County, Arkansas(6,10)"	5103	* 	*	 *	*	*	*	*	*
"Ouray County, Colorado(6,10)"	8091	* 	*	 *	*	*	*	*	*
"Owsley County, Kentucky(7)"	21189	* 	*	 *	*	*	*	*	*
"Owyhee County, Idaho(6,10)"	16073	* 	*	 *	*	*	*	*	*
"Ozark County, Missouri(6,10)"	29153	* 	*	 *	*	*	*	*	*
"Panola County, Texas(6,10)"	48365	* 	*	 *	*	*	*	*	*
"Parke County, Indiana(6,10)"	18121	* 	*	 *	*	*	*	*	*
"Parmer County, Texas(6,10)"	48369	* 	*	 *	*	*	*	*	*
"Paulding County, Ohio(6,10)"	39125	* 	*	 *	*	*	*	*	*
"Pawnee County, Nebraska(6,10)"	31133	* 	*	 *	*	*	*	*	*
"Pecos County, Texas(6,10)"	48371	* 	*	 *	*	*	*	*	*
"Pembina County, North Dakota(6,10)"	38067	* 	*	 *	*	*	*	*	*
"Pemiscot County, Missouri(6,10)"	29155	* 	*	 *	*	*	*	*	*
"Pendleton County, Kentucky(7)"	21191	* 	*	 *	*	*	*	*	*
"Pendleton County, West Virginia(6,10)"	54071	* 	*	 *	*	*	*	*	*
"Pepin County, Wisconsin(6,10)"	55091	* 	*	 *	*	*	*	*	*
"Perkins County, Nebraska(6,10)"	31135	* 	*	 *	*	*	*	*	*
"Perkins County, South Dakota(6,10)"	46105	* 	*	 *	*	*	*	*	*
"Perry County, Alabama(6,10)"	1105	* 	*	 *	*	*	*	*	*
"Perry County, Arkansas(6,10)"	5105	* 	*	 *	*	*	*	*	*
"Perry County, Tennessee(6,10)"	47135	* 	*	 *	*	*	*	*	*
"Petroleum County, Montana(6,10)"	30069	* 	*	 *	*	*	*	*	*
"Phelps County, Nebraska(6,10)"	31137	* 	*	 *	*	*	*	*	*
"Phillips County, Arkansas(6,10)"	5107	* 	*	 *	*	*	*	*	*
"Phillips County, Colorado(6,10)"	8095	* 	*	 *	*	*	*	*	*
"Phillips County, Montana(6,10)"	30071	* 	*	 *	*	*	*	*	*
"Pickett County, Tennessee(6,10)"	47137	* 	*	 *	*	*	*	*	*
"Pierce County, Georgia(7,8)"	13229	* 	*	 *	*	*	*	*	*
"Pierce County, Nebraska(6,10)"	31139	* 	*	 *	*	*	*	*	*
"Pierce County, North Dakota(6,10)"	38069	* 	*	 *	*	*	*	*	*
"Piute County, Utah(7)"	49031	* 	*	 *	*	*	*	*	*
"Platte County, Wyoming(6,10)"	56031	* 	*	 *	*	*	*	*	*
